"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","OCI_M2_WT_1","OCI_M2_WT_2","OCI_M2_WT_3","OCI_M2_2w_1","OCI_M2_2w_2","OCI_M2_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"Glycerol 3-phosphate","Com_728_neg","Glycerol 3-phosphate","C3 H9 O6 P",172.01366,1.457,171.00638,"Full match","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","Glycerophosphates",85052112.66,82687271.9999999,58987640.53,89295471.68,30899079.34,110890147.3,26.0059000474131,26.152305013887,-0.146404966473842,0.849815355863177,0.633666345976776,"stable",0.227936770639486
"4-Methylvaleric Acid","Com_779_neg","4-Methylvaleric Acid","C6 H12 O2",116.08377,5.778,115.07649,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Hydroxy fatty acids",9773173.292,9498662.742,12607076.04,18857537.1,21646714.19,7765793.41700001,23.8083281809632,23.3291396684862,0.479188512477027,0.50399135556708,0.523752818784462,"stable",0.831023574583839
"2,3-Dinor-8-epi-prostaglandin F2α","Com_786_neg","2,3-Dinor-8-epi-prostaglandin F2α","C18 H30 O5",326.20942,6.864,325.20214,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",26281889.4,26484623.2,26443800.2,25828668.37,17115976.7,23333652.55,24.3757396788182,24.6542144966071,-0.278474817788936,0.264345985483785,0.440213616715104,"stable",1.14654196067323
"LPI 16:0","Com_794_neg","LPI 16:0","C25 H49 O12 P",572.29654,9.866,571.28926,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",2582886.251,2684693.929,1750044.385,2846620.148,2510458.116,2355233.349,21.2892587870902,21.1319463171808,0.157312469909343,0.409117167883754,0.496505006427191,"stable",0.646233349697409
"15-Deoxy-Δ12,14-prostaglandin D2","Com_796_neg","15-Deoxy-Δ12,14-prostaglandin D2","C20 H30 O4",316.20362,8.175,315.19635,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3207352.508,2899459.833,2958566.498,3143135.42,1939425.989,3105588.341,21.3458021559579,21.5255903686913,-0.179788212733488,0.467766960441244,0.51335746739881,"stable",0.669579171085574
"L-Cysteinesulfinic acid","Com_874_neg","L-Cysteinesulfinic acid","C3 H7 N O4 S",153.00953,1.375,152.00224,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","L-alpha-amino acids",19679392.31,13649146.04,1788354.057,25587725.7,16992470.54,32044486.81,24.5203045674738,22.9008968831699,1.6194076843039,0.330972505233199,0.469238985272878,"stable",1.0994737155205
"D-Proline","Com_913_neg","D-Proline","C5 H9 N O2",115.06329,1.46,160.06149,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Proline and derivatives",27189475.34,18308851.47,26496367.56,27142190.53,26362219.26,28795998.24,24.7084557711525,24.4939580630497,0.214497708102758,0.311321238564887,0.461219919786117,"stable",0.923748805604013
"Heptanoic acid","Com_960_neg","Heptanoic acid","C7 H14 O2",130.09941,5.911,129.09213,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",2385297.892,2410539.234,1621381.244,3494579.012,3055187.532,444708.1506,20.6806720211559,21.0051514764874,-0.32447945533157,0.715540020284666,0.592907131158931,"stable",0.304844388562452
"Eicosapentaenoic acid","Com_980_neg","Eicosapentaenoic acid","C20 H30 O2",302.22447,9.481,301.21719,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",35791710.46,27716694.33,30271787.01,45764770.25,13453840.78,42655158.89,24.8251552526426,24.8896148430777,-0.0644595904350851,0.907531124898764,0.648781345225658,"stable",0.102974270850005
"(+/-)-Cannabichromeorcin","Com_989_neg","(+/-)-Cannabichromeorcin","C17 H22 O2",258.16195,8.045,257.15467,"Full match","No results","No results","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","1-benzopyrans",25921032.59,23763656.79,26865809.78,22873758.32,19892420.51,27602309,24.4703970712778,24.6030471215257,-0.132650050247921,0.273042293595811,0.444346167632147,"stable",0.768346470892313
"PE 16:0_20:4","Com_994_neg","PE 16:0_20:4","C41 H74 N O8 P",739.51588,11.395,738.50911,"No results","Full match","No results",NA,NA,NA,NA,13024382.95,15140558.32,15081993.68,16511986.35,12045264.46,28669221.11,24.090657484884,23.777650191311,0.313007293573012,0.47946809870376,0.516340966418778,"stable",0.722217708895956
"Equol","Com_998_neg","Equol","C15 H14 O3",242.09208,5.526,241.08481,"Invalid mass","No results","No results","Phenylpropanoids and polyketides","Isoflavonoids","Isoflavans","Isoflavanols",937116.4691,915638.4725,1135594.719,1676709.271,1294253.458,1710292.274,20.5622337762872,19.9191013363486,0.643132439938633,0.024057624300027,0.262387582966768,"up",1.6637579700961
"PE 16:0_22:6","Com_1002_neg","PE 16:0_22:6","C43 H74 N O8 P",763.51677,11.087,762.50947,"No results","Full match","No results",NA,NA,NA,NA,13599606.01,17802328.64,6742652.215,3972390.523,6107322.44700001,17583081.37,22.8437897331754,23.4891696351074,-0.645379901931985,0.590368703935853,0.549956556112357,"stable",0.726979418992468
"Phenylpyruvic acid","Com_1030_neg","Phenylpyruvic acid","C9 H8 O3",164.04736,5.608,163.04012,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Phenylpyruvic acid derivatives","Phenylpyruvic acid derivatives",11448933.94,10933711.82,11466403.75,11258778.2,8753861.89,11091090.26,23.2963109951944,23.4272998340711,-0.130988838876693,0.302475208221172,0.457369950107367,"stable",0.894913890826123
"2-Methylbutyroylcarnitine","Com_1039_neg","2-Methylbutyroylcarnitine","C12 H23 N O4",245.16277,5.293,290.161,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines",5140858.608,5475156.476,5126678.618,5382738.003,7024152.677,5205611.012,22.471812542772,22.3225465661664,0.149265976605626,0.293920589154915,0.45353949414953,"stable",0.87607755870197
"D-(+)-Tryptophan","Com_1044_neg","D-(+)-Tryptophan","C11 H12 N2 O2",204.09004,5.651,203.08275,"Full match","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indolyl carboxylic acids and derivatives",7068100.66600001,7869648.42199999,9739869.66199999,8238430.04699999,8959552.42999999,5983187.288,22.860472011149,22.9587433154122,-0.0982713042632248,0.776129533823666,0.612368324571611,"stable",0.40027531327148
"DL-α-Methoxyphenylacetic acid","Com_1048_neg","DL-α-Methoxyphenylacetic acid","C9 H10 O3",120.05753,5.659,119.05024,"Invalid mass","No results","No results","Benzenoids","Benzene and substituted derivatives","Benzylethers","Benzylethers",3334110.608,3346203.381,3621841.949,3370936.787,2593207.504,3896097.152,21.6282075289722,21.7104187998126,-0.0822112708403289,0.628111336527656,0.561112018093828,"stable",0.423527798255955
"SM 8:1;2O/24:0","Com_1076_neg","SM 8:1;2O/24:0","C37 H75 N2 O6 P",720.54263,11.441,719.53536,"No results","Invalid mass","No results",NA,NA,NA,NA,20306319.4,26247536.61,536711.1888,23780719.24,38080018.63,49329969.87,25.0805936442765,22.6516301884244,2.42896345585203,0.357519692286491,0.479036618086791,"stable",1.02787889862584
"Lauric acid","Com_1090_neg","Lauric acid","C12 H24 O2",200.17753,8.741,199.17026,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",6405837.20399999,5667334.64,6517153.361,7006786.283,3881854.311,7101260.206,22.4627598818474,22.5603350596834,-0.0975751778359744,0.705845944893483,0.589610614634098,"stable",0.305037634734728
"H-Gly-Pro-OH","Com_1110_neg","H-Gly-Pro-OH","C7 H12 N2 O3",172.08478,1.704,171.07737,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",3537570.372,3497093.686,3659766.676,2675440.654,2133661.889,3015477.546,21.3000667685783,21.7651242251397,-0.465057456561443,0.0689902343285307,0.302578000086911,"stable",1.57406722887235
"Pyridoxal-5'-phosphate","Com_1145_neg","Pyridoxal-5'-phosphate","C8 H10 N O6 P",247.02436,2.374,246.01708,"No results","Full match","Full match","Organoheterocyclic compounds","Pyridines and derivatives","Pyridine carboxaldehydes","Pyridoxals and derivatives",41225976.96,32821501.72,30870591.59,37797945.3,44889264.85,39095052.95,25.2707181118337,25.0483060184164,0.222412093417308,0.335276652574723,0.470904123211282,"stable",1.12048804325277
"4-Nitrocatechol","Com_1149_neg","4-Nitrocatechol","C6 H5 N O4",155.02191,5.626,154.01463,"Full match","No results","No results","Benzenoids","Phenols","Nitrophenols","Nitrophenols",14645597.75,14782342.96,14869703.12,12502358.83,9169236.653,14279261.14,23.4904950590101,23.8157359546823,-0.325240895672195,0.226380794636933,0.42537720927744,"stable",1.21449787888522
"LPS 14:1","Com_1151_neg","LPS 14:1","C20 H38 N O9 P",467.22862,8.042,466.22135,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",610261.7778,729628.9867,586122.9044,190942.629,234834.6196,214099.5993,17.6973292850878,19.2855719729448,-1.58824268785705,0.00186453530398352,0.155534935971913,"down",1.84011251185372
"8-iso-15-keto Prostaglandin E2","Com_1152_neg","8-iso-15-keto Prostaglandin E2","C20 H30 O5",332.19901,6.912,331.19173,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",2277380.612,2427731.155,2381097.297,2994490.158,1674173.916,3277025.634,21.277617487339,21.1711054580517,0.106512029287291,0.77217924953103,0.611156382574998,"stable",0.320868043885023
"PS 18:0_18:1","Com_1155_neg","PS 18:0_18:1","C42 H80 N O10 P",789.55298,11.164,788.54571,"No results","Full match","No results",NA,NA,NA,NA,115806274.7,17635807.58,107539466.8,108193947.3,15273298.65,12258383.39,24.7002727646414,25.8464778239564,-1.14620505931503,0.368029512003105,0.482624369527869,"stable",0.734991830714888
"Pizotifen","Com_1160_neg","Pizotifen","C19 H21 N S",295.14564,5.933,294.13836,"No results","Invalid mass","No results","Organoheterocyclic compounds","Cycloheptathiophenes","Not available","Cycloheptathiophenes",9292266.89699999,3268734.058,4013921.312,6672915.11099999,6638464.67599999,4232436.926,22.4484536817647,22.2414935467992,0.206960134965513,0.683007584054737,0.581629166419575,"stable",0.370860477469213
"2-Hydroxy-4-methylthiobutanoic acid","Com_1162_neg","2-Hydroxy-4-methylthiobutanoic acid","C5 H10 O3 S",150.03504,5.27,149.02775,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Thia fatty acids",3099973.577,2326997.189,4399726.076,5363586.57100001,5164215.395,2726557.289,22.0111777966549,21.5942815999446,0.41689619671034,0.536288713753402,0.533997596980991,"stable",0.839537695604244
"CTP","Com_1246_neg","CTP","C9 H16 N3 O14 P3",482.9843,1.783,481.97703,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Pentose phosphates",219493689.4,182593409.5,246309569.2,194386279.2,207752014.3,233522596.7,27.6545417634128,27.6765203703455,-0.021978606932695,0.857443627197228,0.635738279109183,"stable",0.138404854332667
"trans-Cinnamic acid","Com_1258_neg","trans-Cinnamic acid","C9 H8 O2",148.05249,5.748,147.04521,"Full match","No results","No results","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Cinnamic acids","Cinnamic acids",12512553.1,9540806.755,11122013,11696247.88,10186935.34,13159997.51,23.4698050313021,23.3898224270387,0.0799826042633569,0.501836873540465,0.523093806076233,"stable",0.464030307079291
"trans-2-Butene-1,4-dicarboxylic Acid","Com_1264_neg","trans-2-Butene-1,4-dicarboxylic Acid","C6 H8 O4",144.04226,5.138,143.03497,"No results","No results","Full match",NA,NA,NA,NA,27773574.31,23281651.41,24767635.22,23232846.37,22280721.76,24191678.67,24.4689875864024,24.587284124108,-0.118296537705554,0.233744244085648,0.428310965155809,"stable",1.09029772385504
"Nicotinamide adenine dinucleotide phosphate","Com_1280_neg","Nicotinamide adenine dinucleotide phosphate","C21 H28 N7 O17 P3",743.07639,1.48,742.06912,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","Not available","(5'->5')-dinucleotides",617239.854599999,586684.9605,615933.5333,591599.586099999,596953.7863,569268.798799999,19.1600905811876,19.210037775377,-0.0499471941893859,0.342135353511411,0.473494241098201,"stable",1.15080271128389
"3-Indoxyl sulphate","Com_1333_neg","3-Indoxyl sulphate","C8 H7 N O4 S",213.01301,4.871,212.00574,"Invalid mass","No results","No results","Organic acids and derivatives","Organic sulfuric acids and derivatives","Arylsulfates","Arylsulfates",1430042.525,2580144.955,1740779.695,1701355.119,1003219.622,2231230.016,20.5746222429914,20.8259831701729,-0.251360927181434,0.695799571697939,0.586137486811473,"stable",0.533299774620448
"N1-{3-[2-(2-pyridyl)ethyl]phenyl}-4-chlorobenzene-1-sulfonamide","Com_1339_neg","N1-{3-[2-(2-pyridyl)ethyl]phenyl}-4-chlorobenzene-1-sulfonamide","C19 H17 Cl N2 O2 S",372.06697,11.958,371.05969,"Invalid mass","No results","No results",NA,NA,NA,NA,508587.5256,477418.26,533764.1588,471689.7178,460197.0615,547108.9988,18.9069465441626,18.9489578938121,-0.0420113496495098,0.422656520783284,0.500704513820539,"stable",0.420209171017363
"2-Aminoadipic acid","Com_1377_neg","2-Aminoadipic acid","C6 H11 N O4",161.06881,3.917,160.06153,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids",8984939.328,8330787.905,8390065.867,8163640.37100001,12350246.07,9620351.83199999,23.2388252919091,23.0297831849968,0.209042106912353,0.413210766131118,0.497796200954412,"stable",0.947758003380475
"4-Hydroxy-L-Glutamic Acid","Com_1384_neg","4-Hydroxy-L-Glutamic Acid","C5 H9 N O5",163.04805,1.47,162.0408,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamic acid and derivatives",10795017.66,11953370.91,12334014.36,12974922.83,16649474.78,12405200.28,23.7275458817551,23.4769718500052,0.250574031749984,0.206325356416414,0.416572906529898,"stable",1.22272957089073
"1,3-Dimethyluracil","Com_1406_neg","1,3-Dimethyluracil","C6 H8 N2 O2",140.05853,3.604,139.05125,"No results","No results","Full match","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Pyrimidones",45334240.47,42749654.76,47991161.43,32926445.24,37474328.41,36984478.93,25.0908531106833,25.4332575346373,-0.342404423954029,0.050601427181501,0.27057988726665,"stable",1.70270395248135
"L-Ascorbate","Com_1429_neg","L-Ascorbate","C6 H8 O6",176.03206,3.659,175.02478,"No results","No results","Full match","Organoheterocyclic compounds","Dihydrofurans","Furanones","Butenolides",21734375.62,24145268.14,23401011.19,26143238.43,32203783.69,19574539.03,24.6010454639825,24.4595933335261,0.1414521304564,0.559953079020203,0.541243606566404,"stable",0.587443652081531
"5-Methyluridine","Com_1458_neg","5-Methyluridine","C10 H14 N2 O6",258.08525,2.641,257.07798,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Not available","Pyrimidine nucleosides",5694735.853,6759656.042,5140046.795,5367321.45,5066271.00000001,5044734.37000001,22.2982035195614,22.4743553216738,-0.176151802112422,0.283058877839185,0.44887894769459,"stable",1.11030576878839
"N-Methylglutamic acid","Com_1490_neg","N-Methylglutamic acid","C6 H11 N O4",161.06874,1.458,160.06146,"No results","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamic acid and derivatives",27189475.34,18308851.47,26496367.56,27142190.53,26362219.26,28795998.24,24.7084557711525,24.4939580630497,0.214497708102758,0.311321238564887,0.461219919786117,"stable",0.923748805604013
"LPI 20:3","Com_1497_neg","LPI 20:3","C29 H51 O12 P",622.31245,10.083,621.30518,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",8311997.60199999,10753112.38,7242987.006,10148766.94,7002259.93400001,9413741.661,23.0601757117857,23.0443893739252,0.0157863378605576,0.964961849419922,0.662632450406102,"stable",0.0629367802980857
"D-Ribulose 1,5-bisphosphate","Com_1499_neg","D-Ribulose 1,5-bisphosphate","C5 H12 O11 P2",309.98523,2.019,308.97776,"No results","Full match","Full match",NA,NA,NA,NA,17088264.98,9033878.58100001,18144203.05,1612670.208,8280691.973,11818050.21,22.3656095346783,23.7488073451062,-1.38319781042789,0.308275661420989,0.459912135012869,"stable",1.10383035544394
"N-Carbamoyl-L-aspartate","Com_1515_neg","N-Carbamoyl-L-aspartate","C5 H8 N2 O5",176.04536,1.859,175.03809,"No results","Invalid mass","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Aspartic acid and derivatives",44131735.36,39928189.23,37252665.28,48905332.3900001,55862661.36,42320893.34,25.5379120528827,25.2656859219127,0.272226130970004,0.125241827423624,0.361842245828769,"stable",1.32052475416937
"4-Methylphenol","Com_1520_neg","4-Methylphenol","C7 H8 O",108.05757,5.58,107.0503,"Full match","No results","Full match","Benzenoids","Phenols","Cresols","Para cresols",16681669.12,13491508.69,16770198.96,15064824.45,15433800.89,18384484.83,23.9520853342649,23.8922350441551,0.0598502901098037,0.626092612065998,0.560319101360594,"stable",0.39680954464148
"Lysope 18:1","Com_1532_neg","Lysope 18:1","C23 H46 N O7 P",479.30142,8.959,478.29415,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",4263739.356,9573133.31000001,5043891.609,5927812.279,6718534.36299999,5773612.725,22.5466087848999,22.4934511430066,0.0531576418933604,0.872922801385377,0.63987140072405,"stable",0.136588984058605
"LNAPE 16:1/N-18:1","Com_1568_neg","LNAPE 16:1/N-18:1","C39 H74 N O8 P",715.51609,9.728,714.50881,"No results","Full match","No results",NA,NA,NA,NA,37088195.52,49226669.15,37301532.11,62819659.31,25691078.22,65591588.3000001,25.4954947870952,25.283375027713,0.212119759382201,0.747738666837592,0.60348622907164,"stable",0.418149519810051
"N-Acetyl-D-galactosamine 4-sulfate","Com_1599_neg","N-Acetyl-D-galactosamine 4-sulfate","C8 H15 N O9 S",255.04105,1.373,300.03928,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Acylaminosugars",79431939.6099999,45167941.25,52651148.01,11332186.98,7774365.00700001,9160261.88699999,23.1503912676374,25.7739911234851,-2.62359985584771,0.00125292941125789,0.146066183875341,"down",1.82072555905812
"PC 16:0_20:5","Com_1618_neg","PC 16:0_20:5","C44 H78 N O8 P",825.55234,10.426,824.54506,"No results","Invalid mass","No results",NA,NA,NA,NA,18749735.36,25904557.14,10161481.35,10746680.55,8342172.128,24960757.51,23.6408459342813,24.0212256267572,-0.380379692475856,0.705303152575999,0.589424456448218,"stable",0.546326893959014
"PC 16:0_20:4","Com_1626_neg","PC 16:0_20:4","C44 H80 N O8 P",827.56871,11.781,826.56154,"No results","Invalid mass","No results",NA,NA,NA,NA,27024557.15,33837730.37,19311607.17,23396806.82,14317539.88,29112089.25,24.3487345463412,24.6342873361938,-0.28555278985257,0.6443160948405,0.567374800309627,"stable",0.650840299839407
"2-(5-mercapto-4-methyl-4H-1,2,4-triazol-3-yl)acetonitrile","Com_1710_neg","2-(5-mercapto-4-methyl-4H-1,2,4-triazol-3-yl)acetonitrile","C5 H6 N4 S",154.02999,5.175,153.02272,"Invalid mass","No results","No results",NA,NA,NA,NA,6687247.20799999,4096345.302,2146641.179,12866471.93,10857068.16,9875170.40400001,23.4082062077263,21.8908455164484,1.51736069127782,0.0538918458345701,0.27729718565958,"stable",1.5684840661918
"Thromoboxane B1","Com_1716_neg","Thromoboxane B1","C20 H36 O6",408.22782,8.95,407.22055,"Invalid mass","No match","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Thromboxanes",2197049.802,1910530.778,1916737.059,2554497.611,1812499.618,1732314.727,20.9328090161044,20.934299739752,-0.00149072364761693,0.99053203646741,0.668454021773358,"stable",0.00735452847950393
"Lysopc 17:0","Com_1729_neg","Lysopc 17:0","C25 H52 N O7 P",509.348,10.329,508.34072,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","1-acyl-sn-glycero-3-phosphocholines",6263500.321,6414656.46,3379126.948,9105172.333,13288150.05,8851687.35499999,23.2864709636834,22.2932324621828,0.993238501500645,0.0566103841305424,0.2824760158296,"stable",1.51426386274508
"LPE O-17:1","Com_1742_neg","LPE O-17:1","C22 H46 N O6 P",451.30634,10.192,450.29906,"No results","Full match","No results",NA,NA,NA,NA,1647551.913,1980804.092,1228503.998,2890615.372,3645510.141,2875723.738,21.5720427217074,20.599339461614,0.9727032600934,0.0170621176041885,0.256321866731626,"up",1.68528530858764
"1a,1b-Dihomo prostaglandin F2α","Com_1758_neg","1a,1b-Dihomo prostaglandin F2α","C22 H38 O5",418.2515,9.037,417.24422,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",148075.6897,135889.3597,143613.6153,128411.6056,113040.7333,140751.1705,16.953228889772,17.1199604184703,-0.166731528698364,0.143317126502991,0.377770764053777,"stable",1.20372302664022
"3-Phosphoglyceric acid","Com_1782_neg","3-Phosphoglyceric acid","C3 H7 O7 P",185.99282,1.563,184.98553,"Full match","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar acids and derivatives",76240009.4799999,61829584.3000001,70392829.9300001,52668174.0700001,20750495.5,66237102.2,25.3127355938807,26.044921361193,-0.732185767312256,0.238511360514762,0.430133846214506,"stable",1.07400624631521
"N4-Acetylcytidine","Com_1805_neg","N4-Acetylcytidine","C11 H15 N3 O6",285.09752,1.798,284.09024,"Invalid mass","No results","No results","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Not available","Pyrimidine nucleosides",7026358.57399999,3461460.074,5146660.32400001,4221863.98,6381503.036,2788073.472,22.0085835495781,22.2541667291383,-0.245583179560239,0.706542812028361,0.589849367579539,"stable",0.486624998002414
"PC 16:0_22:6","Com_1831_neg","PC 16:0_22:6","C46 H80 N O8 P",851.56875,11.393,850.56148,"No results","Invalid mass","No results",NA,NA,NA,NA,21484998.51,22112641.95,10865735.53,13756310.24,7830892.333,20423219.6,23.6326808281866,24.0428256371671,-0.410144808980505,0.619490645954141,0.557726795577293,"stable",0.680977239536844
"Oxaceprol","Com_1835_neg","Oxaceprol","C7 H11 N O4",173.06885,2.823,172.06157,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Proline and derivatives",21504385.12,21587955.88,15496329.08,22247874.24,25622878.02,21257817.29,24.453194496795,24.2024246711917,0.250769825603246,0.166431969238708,0.394481711576343,"stable",1.0735370018153
"PE O-18:1_22:6","Com_1858_neg","PE O-18:1_22:6","C45 H78 N O7 P",775.55174,10.736,774.54447,"No results","Full match","No results",NA,NA,NA,NA,27455863.6,27689063.11,29783659.64,371817.3938,29698254.36,452216.6328,20.7049213547334,24.7538138524442,-4.04889249771085,0.190369315830691,0.408572257275443,"stable",1.30646683531417
"N-Acetyl-L-asparagine","Com_1882_neg","N-Acetyl-L-asparagine","C6 H10 N2 O4",128.05847,1.505,173.05666,"No results","Invalid mass","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Asparagine and derivatives",23763211.51,9216722.37300001,21564856.46,24413677.04,26283145.37,23745602.77,24.5633259699219,24.0000758765212,0.563250093400676,0.357617454897872,0.47907071022064,"stable",1.011342455974
"Ureidoglutaric acid","Com_1952_neg","Ureidoglutaric acid","C6 H10 N2 O5",190.05878,1.813,189.0515,"No results","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamic acid and derivatives",1708143.682,1983465.782,1730423.457,2173610.674,1290704.857,1591912,20.6512396633694,20.7820945592207,-0.130854895851289,0.685572685803884,0.582541049220536,"stable",0.512095914270048
"Perillic acid","Com_1956_neg","Perillic acid","C10 H14 O2",166.09937,6.422,165.09208,"Full match","No results","Full match","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Menthane monoterpenoids",10475197.71,9600643.887,11075267.88,8362065.623,7740546.07600001,11215769.57,23.0994857103067,23.3053373773003,-0.205851666993617,0.207711176471542,0.417223251302571,"stable",0.950657107757602
"N-Acetylcysteine","Com_2001_neg","N-Acetylcysteine","C5 H9 N O3 S",163.03031,3.704,162.02303,"No results","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-L-alpha-amino acids",22804808.17,15631962.75,24492044.45,24347414.39,19731282.57,22000005.61,24.3874157308423,24.2955467227582,0.0918690080841245,0.583230136035768,0.547968840197575,"stable",0.38236745041437
"Imidazoleacetic acid","Com_2010_neg","Imidazoleacetic acid","C5 H6 N2 O2",126.04295,4.869,125.03567,"Full match","No results","Full match","Organoheterocyclic compounds","Azoles","Imidazoles","Imidazolyl carboxylic acids and derivatives",10838328.61,10974573.78,13406234.19,13087567.01,9065550.25799999,11787230.53,23.4147927340532,23.477900413015,-0.0631076789617744,0.745525361473781,0.60277666173014,"stable",0.311388966311326
"Levodopa","Com_2013_neg","Levodopa","C9 H11 N O4",197.06864,2.387,196.06136,"No results","No results","Full match",NA,NA,NA,NA,26271472.22,28866211.84,29469503.95,37357902.89,46236592.63,36675493.18,25.2485849709761,24.7475305370754,0.501054433900631,0.0413298541995299,0.268873061338597,"up",1.68486067135657
"LPI 20:4","Com_2015_neg","LPI 20:4","C29 H49 O12 P",620.29661,9.314,619.28933,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",4206418.398,6592132.379,4708660.167,7640150.618,4904348.837,5964759.96,22.5329441557736,22.2744532945115,0.258490861262032,0.560927925777382,0.541533019296749,"stable",0.808497180824346
"5-Hydroxytryptophol","Com_2044_neg","5-Hydroxytryptophol","C10 H11 N O2",177.07909,5.651,176.07182,"No results","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Hydroxyindoles","Hydroxyindoles",1718121.259,2293934.721,3124289.908,1953762.719,1656364.604,2356864.791,20.9086167491928,21.1389634116698,-0.230346662476986,0.384716457128352,0.488441529548427,"stable",0.689822108836841
"N-Sulfo-glucosamine sodium salt","Com_2046_neg","N-Sulfo-glucosamine sodium salt","C6 H12 N Na O8 S",281.01809,1.539,280.01081,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Hexoses",9205549.78599999,10038274.74,6650170.957,9821584.48400001,14391666.7,8741099.715,23.3552126893202,23.0193468184839,0.335865870836333,0.117378680298874,0.35391600944722,"stable",0.952374829189316
"D-Mannitol 1-phosphate","Com_2098_neg","D-Mannitol 1-phosphate","C6 H15 O9 P",262.04852,5.253,261.04124,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharide phosphates",14392294.57,17187346.87,16581362.59,16648657.14,19331575.29,16815341.74,24.0655443708037,23.9322320130414,0.133312357762289,0.147270571368011,0.380889500867053,"stable",1.0017257581926
