"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MV4_11_WT_1","MV4_11_WT_2","MV4_11_WT_3","MV4_11_6w_1","MV4_11_6w_2","MV4_11_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"Hexanoylcarnitine","Com_166_pos","Hexanoylcarnitine","C13 H25 N O4",259.17879,5.594,260.18607,"Full match","Full match","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines",9808720.60000001,11588057.61,8487073.968,12651962.79,9193383.73,6556555.828,23.1231763812253,23.236201595648,-0.11302521442277,0.684503345827293,0.432725409994254,"stable",0.33943351017266
"N8-Acetylspermidine","Com_214_pos","N8-Acetylspermidine","C9 H21 N3 O",187.16893,1.316,188.17621,"Full match","Full match","No results","Organic acids and derivatives","Carboximidic acids and derivatives","Carboximidic acids","Carboximidic acids",3060421.452,4385088.787,4411924.851,20634459.91,6280507.35399999,4058783.531,22.9445393288632,21.8941501067144,1.05038922214874,0.351211814558963,0.337206248252929,"stable",1.08870625933037
"1-Stearoylglycerol","Com_229_pos","1-Stearoylglycerol","C21 H42 O4",358.30868,10.713,359.31586,"Full match","Full match","No results","Lipids and lipid-like molecules","Glycerolipids","Monoradylglycerols","1-monoacylglycerols",12098982.05,8803989.761,35706890.04,3327679.562,2130314.214,6395116.556,21.7657530388311,23.8959358404799,-2.13018280164875,0.00733247270004568,0.181505596738065,"down",1.50343232012012
"2-Amino-1,3-octadecanediol","Com_259_pos","2-Amino-1,3-octadecanediol","C18 H39 N O2",301.29849,7.501,302.30577,"Full match","Full match","Full match","Organic nitrogen compounds","Organonitrogen compounds","Amines","1,2-aminoalcohols",37747388.07,48964454.75,177542650,9822504.383,23754761.55,54608607.5800001,24.4773326334813,26.0395651212208,-1.56223248773952,0.0283005507421876,0.218395420316655,"down",1.14413153876331
"Coumarin","Com_261_pos","Coumarin","C9 H6 O2",146.03701,2.667,147.04429,"Full match","Full match","Full match","Phenylpropanoids and polyketides","Coumarins and derivatives","Not available","Coumarins and derivatives",261865776.5,256424575.4,222566872.7,446393536.3,291885828.8,340238887.2,28.3988475417256,27.8759584038978,0.5228891378278,0.0952136695802634,0.232533006540604,"stable",1.48744865096641
"Nicotinamide adenine dinucleotide (NAD+)","Com_336_pos","Nicotinamide adenine dinucleotide (NAD+)","C21 H27 N7 O14 P2",663.10961,1.665,664.11697,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","Not available","(5'->5')-dinucleotides",137843715,205778470.5,104795151.3,223382618.7,169606373,165312705.8,27.4577264019428,27.0993239274162,0.358402474526674,0.377779364565442,0.344792841290696,"stable",0.915449393290224
"DL-Lysine","Com_342_pos","DL-Lysine","C6 H14 N2 O2",146.10578,1.188,147.11305,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids",57044706.63,53980698.9,48885306.1,128713414.3,80198775.11,72675247.7,26.4372082633521,25.6648091850179,0.772399078334196,0.0614226130042197,0.229081783657976,"stable",1.5307659628975
"Creatinine","Com_393_pos","Creatinine","C4 H7 N3 O",113.05914,1.417,114.06642,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",252557217.9,225964415.1,196502524.7,145394787.3,228984137.5,148031996,27.342468840863,27.7378426647304,-0.395373823867395,0.235307303018234,0.293180491835995,"stable",1.18157485858981
"N3,N4-Dimethyl-L-arginine","Com_494_pos","N3,N4-Dimethyl-L-arginine","C8 H18 N4 O2",202.14326,1.468,203.15054,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Arginine and derivatives",34736738.22,33800567.31,25769322.08,63508843.6800001,51699527.59,44542763.07,25.6509298824086,24.893218109761,0.757711772647607,0.00990791068000331,0.191823639459579,"up",1.6331715083393
"Urocanic acid","Com_502_pos","Urocanic acid","C6 H6 N2 O2",138.04309,1.895,139.05037,"Full match","Full match","Full match","Organoheterocyclic compounds","Azoles","Imidazoles","Imidazolyl carboxylic acids and derivatives",87550243.64,72219337.9499999,133627301.7,89650261.49,101661103.4,104101326.8,26.5501367414688,26.4943764247047,0.0557603167641005,0.842136042657722,0.484132314406727,"stable",0.189752732333571
"Pipecolic acid","Com_553_pos","Pipecolic acid","C6 H11 N O2",129.07923,1.189,147.11306,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids",57044706.63,53980698.9,48885306.1,128713414.3,80198775.11,72675247.7,26.4372082633521,25.6648091850179,0.772399078334196,0.0614226130042197,0.229081783657976,"stable",1.5307659628975
"Spermine","Com_555_pos","Spermine","C10 H26 N4",202.21608,1.186,203.22336,"Full match","Full match","Full match","Organic nitrogen compounds","Organonitrogen compounds","Amines","Dialkylamines",2871101.025,7119623.05,476563.891,12181312.73,13372372.87,2429095.905,22.8076354840345,21.0262840704122,1.78135141362231,0.0565550688382429,0.228260194912275,"stable",0.995268003534018
"1-Methylhistidine","Com_606_pos","1-Methylhistidine","C7 H11 N3 O2",169.08544,1.325,170.09269,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Histidine and derivatives",17171928.67,23386333.22,18224975.51,44708277.79,18970162.69,27196976.33,24.7627367610904,24.2107082102289,0.552028550861511,0.373672223344588,0.343669379146147,"stable",1.08122239526402
"Υ-Glutamylcysteine","Com_939_pos","Υ-Glutamylcysteine","C8 H14 N2 O5 S",250.06264,2.003,251.06991,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-alpha amino acids",1291452.993,1269233.489,46654034.5800001,3712479.891,1396600.496,25912366.66,22.2881923973435,22.0171960922762,0.270996305067332,0.731650048673249,0.449143646664435,"stable",0.117710787885127
"Guanine","Com_977_pos","Guanine","C5 H5 N5 O",151.04965,1.686,152.05693,"Full match","Full match","Full match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Purines and purine derivatives",27608885.45,23965825.26,24566341.9,11695504,91566907.7899999,56747558.12,25.2286095479329,24.5944281024539,0.634181445478994,0.576719609142113,0.392848956213185,"stable",0.615708045229263
"Thiamine","Com_1455_pos","Thiamine","C12 H16 N4 O S",264.10483,1.4,265.11211,"Full match","Full match","No results","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Thiamines",4002701.043,8381796.20300001,5202109.13900001,45413129.32,10075605.7,8840574.68099999,23.9255593585206,22.4140118951313,1.51154746338925,0.27203319485438,0.309060975097494,"stable",1.25533749252505
"N6,N6,N6-Trimethyl-L-lysine","Com_1525_pos","N6,N6,N6-Trimethyl-L-lysine","C9 H20 N2 O2",188.15294,1.292,189.16022,"Full match","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","L-alpha-amino acids",5593019.44,6786341.652,7175447.462,27833451.2,8983698.40999999,10023036.36,23.6953369407464,22.6280119723499,1.06732496839649,0.229459761341122,0.290389077459247,"stable",1.31266121147666
"DL-Dipalmitoylphosphatidylcholine","Com_1864_pos","DL-Dipalmitoylphosphatidylcholine","C40 H80 N O8 P",733.56401,11.003,734.56954,"Full match","Full match","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphatidylcholines",921205.6187,4671978.291,3959739.595,5446706.203,2616088.789,2077284.914,21.5607334564516,21.2952466504809,0.265486805970664,0.838819071884477,0.483146737035547,"stable",0.284293825729586
"S-Adenosylmethionine","Com_2017_pos","S-Adenosylmethionine","C15 H22 N6 O5 S",398.13773,1.563,399.145,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","5'-deoxyribonucleosides","5'-deoxy-5'-thionucleosides","5'-deoxy-5'-thionucleosides",49708243.7700001,47920277.78,28956392.11,58149561.0199999,46799332.21,37913037.53,25.4831467615178,25.2894977513224,0.193649010195408,0.256560582937942,0.302637101045087,"stable",0.55486786994201
"1-Methyladenosine","Com_3061_pos","1-Methyladenosine","C11 H15 N5 O4",281.11273,1.986,282.12,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Purine nucleosides","Not available","Purine nucleosides",15065422.78,15562701.14,12763958.02,6893696.673,14940050.71,12295380.34,23.3670470422221,23.7806331348611,-0.413586092639044,0.366462018416974,0.341654704859494,"stable",0.948633286609983
"Nicotinamide adenine dinucleotide phosphate (NADP+)","Com_3491_pos","Nicotinamide adenine dinucleotide phosphate (NADP+)","C21 H28 N7 O17 P3",743.07597,1.499,372.54536,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","Not available","(5'->5')-dinucleotides",1019223.052,828534.2633,733618.973400001,2556967.54,5364042.664,8793994.42500001,22.2363262946844,19.7013038808532,2.53502241383122,0.0609534284498636,0.229008064175766,"stable",1.70517320299203
"Sodium [dodecanoyl(methyl)amino]acetate","Com_3842_pos","Sodium [dodecanoyl(methyl)amino]acetate","C15 H29 N O3",271.21508,8.092,272.22238,"Full match","Full match","No results",NA,NA,NA,NA,1220223.823,1631585.103,3630118.638,1750952.537,1538421.252,6496565.12,21.307991139058,20.8827141496424,0.425276989415625,0.257305703752413,0.302950399771231,"stable",0.4681918912635
"Cysteinylglycine","Com_4492_pos","Cysteinylglycine","C5 H10 N2 O3 S",178.04202,2.423,179.04929,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",4552569.049,4498667.389,4498026.809,2856255.79,5788460.861,4513179.051,22.0053848993532,22.1067255237183,-0.101340624365033,0.770433984516785,0.461953770468456,"stable",0.309863335492064
"Androstenedione","Com_4817_pos","Androstenedione","C19 H26 O2",286.19349,6.713,287.20075,"Full match","Full match","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives",8861526.20100001,4995095.216,9827953.75300001,10590251.72,8537158.27,5901141.078,22.9513735195852,22.8532213826635,0.09815213692168,0.845165865943418,0.485029292098238,"stable",0.230565236554737
"2-Isopropylaniline","Com_7824_pos","2-Isopropylaniline","C9 H13 N",135.10508,5.058,136.11235,"Full match","Full match","No results",NA,NA,NA,NA,1016747.185,1169919.542,1018599.238,1186446.762,1338747.6,636049.1909,19.9364824375468,20.0238875211361,-0.0874050835892639,0.79567275866906,0.469974758976573,"stable",0.236464240582691
"L-Phenylalanine","Com_3_pos","L-Phenylalanine","C9 H11 N O2",165.07919,4.983,166.08646,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Phenylalanine and derivatives",11598804764,11207534635,10357888077,18086660913,11074983662,12526830391,33.6616983090328,33.3623392749364,0.299359034096391,0.256502105883378,0.30261246385449,"stable",1.04805530458433
"Creatine","Com_7_pos","Creatine","C4 H9 N3 O2",131.06968,1.436,132.07696,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",2272275149,2149819249,1832967798,2909749728,2792904125,2292286523,31.3038356885833,30.9515309701085,0.352304718474716,0.0020604589812229,0.134393207054369,"up",1.44487854321885
"DL-Tryptophan","Com_15_pos","DL-Tryptophan","C11 H12 N2 O2",204.09018,5.263,205.09749,"Full match","Full match","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indolyl carboxylic acids and derivatives",2390662678,2385508062,2188034544,3673084356,2503363217,3076152066,31.5046816811651,31.1111337398506,0.393547941314505,0.141402177552926,0.249103550619726,"stable",1.41769164826496
"L-Tyrosine","Com_19_pos","L-Tyrosine","C9 H11 N O3",181.07421,2.663,182.08149,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Tyrosine and derivatives",5074860873.00001,4922055256.99999,4390048476,8607038773.00002,5617405193,6563063313,32.6672829170769,32.1563081860054,0.510974731071485,0.093770011873211,0.232435009993458,"stable",1.48338590104369
"L-Glutathione (reduced)","Com_27_pos","L-Glutathione (reduced)","C10 H17 N3 O6 S",307.08408,1.933,308.09136,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",22380015.91,23425353.35,3980222441,14213408.37,13898101.46,702795373.599999,25.625887717917,26.9291590381425,-1.30327132022548,0.161914898751922,0.25494506938544,"stable",0.379286877362142
"5'-S-Methyl-5'-thioadenosine","Com_29_pos","5'-S-Methyl-5'-thioadenosine","C11 H15 N5 O3 S",297.09004,5.208,298.09731,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","5'-deoxyribonucleosides","5'-deoxy-5'-thionucleosides","5'-deoxy-5'-thionucleosides",1885295698,1961548519,1595061473,1902272216,2276246915,1852621624,30.8986691977481,30.7508181428985,0.147851054849607,0.159742782068478,0.25434051212962,"stable",0.91175371702919
"Adenosine","Com_44_pos","Adenosine","C10 H13 N5 O4",267.09706,3.245,268.10433,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Purine nucleosides","Not available","Purine nucleosides",1111970231,1222408249,941550224.399999,1503571606,1113255115,1137032679,30.2068366991741,30.0160042900708,0.190832409103354,0.377294051005865,0.344660984234061,"stable",0.875136742484956
"2-Hydroxycinnamic acid","Com_54_pos","2-Hydroxycinnamic acid","C9 H8 O3",164.04766,2.656,182.0815,"Full match","Full match","Full match","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Hydroxycinnamic acids",5074860873.00001,4922055256.99999,4390048476,8607038773.00002,5617405193,6563063313,32.6672829170769,32.1563081860054,0.510974731071485,0.093770011873211,0.232435009993458,"stable",1.48338590104369
"DL-Arginine","Com_58_pos","DL-Arginine","C6 H14 N4 O2",174.11212,1.319,175.1194,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Arginine and derivatives",159616600.8,168017328.4,141452301.8,287663115.6,205213650.3,185861662.5,27.7273368143268,27.2166035562812,0.510733258045587,0.0973861283710718,0.233590855669734,"stable",1.44524784878178
"L-Pyroglutamic acid","Com_61_pos","L-Pyroglutamic acid","C5 H7 N O3",129.04287,1.351,130.05015,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",1357652732,1134205298,1259802096,787974695.300001,1388970315,1182824433,30.021510494571,30.216017328393,-0.194506833822018,0.600119360773107,0.40075864942912,"stable",0.660386648684986
"Methionine","Com_70_pos","Methionine","C5 H11 N O2 S",149.05133,2.065,150.05861,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Methionine and derivatives",718860403.8,556603926.4,1033067309,901598420.9,602906041.5,1285626608,29.7250307467552,29.4724997842781,0.252530962477095,0.0666923530917625,0.229841282512993,"stable",0.547166038633213
"Hypoxanthine","Com_84_pos","Hypoxanthine","C5 H4 N4 O",136.03879,2.044,137.04607,"Full match","Full match","Full match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Hypoxanthines",27152895.53,29589702.41,24711398.43,19032133.49,43382254.38,27478434.7,24.7547773792204,24.6906226292849,0.0641547499355326,0.855456330310431,0.488052627367552,"stable",0.168062171650722
"cis-4-Hydroxy-D-proline","Com_87_pos","cis-4-Hydroxy-D-proline","C5 H9 N O3",131.05856,1.336,132.06582,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Proline and derivatives",55574891.88,38410448,49752366.41,95694644.3299999,40892950.54,88885717.48,26.0675773193345,25.497062389094,0.570514930240417,0.141122089297117,0.249030928211564,"stable",1.03529124953562
"Glycyl-L-leucine","Com_101_pos","Glycyl-L-leucine","C8 H16 N2 O3",188.11634,5.094,189.12362,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",20034786.08,90178409.9900001,394790291.3,13627926.25,18546505.33,528951047,25.6077552376025,26.4129312591211,-0.805176021518538,0.415507559604565,0.354516456770282,"stable",0.349026955856151
"Methionine sulfoxide","Com_150_pos","Methionine sulfoxide","C5 H11 N O3 S",165.04623,2.054,148.04292,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids",570426048.9,654793359.400001,535234111.1,582290145.5,647929603.5,807283880.9,29.3256418804265,29.1231746321926,0.202467248233933,0.409468516987922,0.352916101519524,"stable",0.976081352216021
"Adenine","Com_158_pos","Adenine","C5 H5 N5",135.05475,3.24,136.06203,"Full match","Full match","Full match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","6-aminopurines",393177207.6,429424645.899999,364620212.4,502971495.7,400907224.1,374238664,28.6546593167427,28.5567511669104,0.0979081498323531,0.542630145784673,0.382665169737901,"stable",0.589344866103666
"S-Adenosylhomocysteine","Com_161_pos","S-Adenosylhomocysteine","C14 H20 N6 O5 S",384.12209,2.514,193.06837,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","5'-deoxyribonucleosides","5'-deoxy-5'-thionucleosides","5'-deoxy-5'-thionucleosides",81198839.0900001,92934080,316984613.1,79254397.1200001,95979085.6199999,193786218.4,26.7620317031699,26.9948325822576,-0.232800879087687,0.433936122503493,0.359206832142514,"stable",0.288498569878188
"Panthenol","Com_197_pos","Panthenol","C9 H19 N O4",205.13172,5.089,206.13898,"Full match","Full match","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines",94196297.8499999,79369284.2099999,110001475.1,130411275.5,168325546.7,68336137.32,26.7704392156775,26.4813973705809,0.289041845096552,0.633735227430692,0.413915436959721,"stable",0.615183991499025
"L-Histidine","Com_244_pos","L-Histidine","C6 H9 N3 O2",155.06984,1.326,156.07711,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Histidine and derivatives",166383266.4,162931372.5,168875567.5,175478670.9,149770219.4,166403649.1,27.2850026055532,27.3070032207507,-0.0220006151974665,0.737753924732185,0.451200018511795,"stable",0.29224971611145
"Glycerophospho-N-palmitoyl ethanolamine","Com_263_pos","Glycerophospho-N-palmitoyl ethanolamine","C21 H44 N O7 P",453.28606,9.458,454.2933,"Full match","Full match","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","Glycero-3-phospho-N-acyl-ethanolamines",23443975.34,34869279.1,77023857.51,25464515.81,78018908.15,162676992.8,26.032246802845,25.2456563777349,0.786590425110163,0.143052460725752,0.249526508660658,"stable",0.723026203734515
"N-Acetylornithine","Com_290_pos","N-Acetylornithine","C7 H14 N2 O3",174.10071,3.2,175.10798,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-alpha amino acids",11818537.97,31675738.33,153181737.3,6824527.843,20475936.52,228236279.1,24.9185589332656,25.200697405587,-0.282138472321332,0.580161314818988,0.393870665660682,"stable",0.141334775081174
"5-Hydroxyindole-3-acetic acid","Com_677_pos","5-Hydroxyindole-3-acetic acid","C10 H9 N O3",191.05855,4.839,209.09239,"Full match","Full match","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indole-3-acetic acid derivatives",13084013.79,17237255.52,12111391.88,32136535.73,15061981.18,16291450.41,24.2465770028099,23.7367299804051,0.509847022404831,0.359602470313779,0.339686103265358,"stable",1.03150242177531
"Thymine","Com_743_pos","Thymine","C5 H6 N2 O2",126.04309,4.883,127.05037,"Full match","Full match","Full match","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Hydroxypyrimidines",61570350.45,54105758.23,60110698.97,20366011.13,22741148.93,29060926.96,24.5036797670333,25.8020432368054,-1.29836346977216,0.0148236810994481,0.202702973387512,"down",1.79628362461755
"Inosine-5'-monophosphate (IMP)","Com_942_pos","Inosine-5'-monophosphate (IMP)","C10 H13 N4 O8 P",348.04796,1.634,349.05531,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside monophosphates",28974681.24,40099866.97,24865026.74,15879419.97,44833360.53,36793019.75,24.823884313186,24.8709994052033,-0.0471150920172221,0.922131182626862,0.506813042992596,"stable",0.0867763759629902
"Argininosuccinic acid","Com_991_pos","Argininosuccinic acid","C10 H18 N4 O6",290.12292,1.348,291.13019,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Aspartic acid and derivatives",2517419.06,1778150.999,2204101.584,6630265.619,2412130.274,3683753.994,21.8917523072985,21.0324065534885,0.859345753810043,0.0932538480972152,0.232399256644135,"stable",1.28228189909801
"Pyridoxal 5'-phosphate","Com_1358_pos","Pyridoxal 5'-phosphate","C8 H10 N O6 P",247.02489,2.44,248.03217,"Full match","Full match","Full match","Organoheterocyclic compounds","Pyridines and derivatives","Pyridine carboxaldehydes","Pyridoxals and derivatives",44347958.71,41347661.5,24865998.08,24009760.01,56028359.66,36949250.99,25.1319377835304,25.0904459232779,0.0414918602524885,0.937024500632787,0.510817260520349,"stable",0.0871652141782454
"α-Aspartylphenylalanine","Com_1596_pos","α-Aspartylphenylalanine","C13 H16 N2 O5",280.10637,5.357,281.11365,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",18473150.23,20942783.64,17203250.55,10522574.65,19182223.46,15857076.49,23.8129581683186,24.1650181011515,-0.352059932832908,0.265434532513087,0.306293956366388,"stable",1.01450465857499
"L-Kynurenine","Com_1677_pos","L-Kynurenine","C10 H12 N2 O3",208.08507,4.839,209.09235,"Full match","Full match","Full match","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Alkyl-phenylketones",13084013.79,17237255.52,12111391.88,32136535.73,15061981.18,16291450.41,24.2465770028099,23.7367299804051,0.509847022404831,0.359602470313779,0.339686103265358,"stable",1.03150242177531
"Adenosine 3'5'-cyclic monophosphate","Com_2859_pos","Adenosine 3'5'-cyclic monophosphate","C10 H12 N5 O6 P",329.05283,3.735,330.06011,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Cyclic purine nucleotides","3',5'-cyclic purine nucleotides",5957671.591,10978158.83,9301430.74200001,19938990.95,9093274.935,10665146.91,23.5706193703402,23.0144903890534,0.556128981286793,0.457279567686115,0.364761405380829,"stable",0.997914409916667
"Riboflavin","Com_2948_pos","Riboflavin","C17 H20 N4 O6",376.139,5.398,377.14627,"Full match","Full match","Full match","Organoheterocyclic compounds","Pteridines and derivatives","Alloxazines and isoalloxazines","Flavins",8887894.852,11535612.58,9254402.51899999,3447427.35,6972631.267,8797932.401,22.5063645210654,23.2282366733516,-0.721872152286213,0.192871978623298,0.270713470260098,"stable",1.20201438764632
"Cytidine","Com_3805_pos","Cytidine","C9 H13 N3 O5",243.08581,1.658,244.0931,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Not available","Pyrimidine nucleosides",16045203.36,16850339.82,11962335.25,1264097.765,19346502.38,14735129.15,22.762667472102,23.8179696031036,-1.05530213100163,0.503800572076279,0.374707433800737,"stable",0.714592115181988
