"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","OCI_M2_WT_1","OCI_M2_WT_2","OCI_M2_WT_3","OCI_M2_6w_1","OCI_M2_6w_2","OCI_M2_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"Hexanoylcarnitine","Com_166_pos","Hexanoylcarnitine","C13 H25 N O4",259.17879,5.594,260.18607,"Full match","Full match","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines",104548951.4,148620566,107067233.3,130962545.2,223111676.1,209398615.9,27.4464821549987,26.8202012218323,0.626280933166427,0.0784906330000344,0.206253797774345,"stable",1.20666324460228
"N8-Acetylspermidine","Com_214_pos","N8-Acetylspermidine","C9 H21 N3 O",187.16893,1.316,188.17621,"Full match","Full match","No results","Organic acids and derivatives","Carboximidic acids and derivatives","Carboximidic acids","Carboximidic acids",126507541,163408731.9,126077149,239093303.8,107060867,121282126.9,27.1202154010022,27.0360965187515,0.0841188822507135,0.868018690575184,0.456756661115156,"stable",0.181239332890448
"1-Stearoylglycerol","Com_229_pos","1-Stearoylglycerol","C21 H42 O4",358.30868,10.713,359.31586,"Full match","Full match","No results","Lipids and lipid-like molecules","Glycerolipids","Monoradylglycerols","1-monoacylglycerols",3819448.1,3994234.961,2583729.073,4123035.324,3557079.633,3823972.78,21.8680593520119,21.6984812987112,0.169578053300715,0.510513232121559,0.342571201840034,"stable",0.621105846923268
"2-Amino-1,3-octadecanediol","Com_259_pos","2-Amino-1,3-octadecanediol","C18 H39 N O2",301.29849,7.501,302.30577,"Full match","Full match","Full match","Organic nitrogen compounds","Organonitrogen compounds","Amines","1,2-aminoalcohols",30023074.87,38059790.8,15332298.25,13565959.71,17115839.61,16602789.02,23.9024129279367,24.630467777534,-0.728054849597211,0.226225158293488,0.246900991937776,"stable",1.10130271557208
"Coumarin","Com_261_pos","Coumarin","C9 H6 O2",146.03701,2.667,147.04429,"Full match","Full match","Full match","Phenylpropanoids and polyketides","Coumarins and derivatives","Not available","Coumarins and derivatives",236432147.9,253381146.3,252737100.6,272998820.7,270160619.9,281015178.7,28.0332114830402,27.8822157103591,0.150995772681085,0.0451028689115347,0.191630860156706,"stable",1.4838750938427
"Nicotinamide adenine dinucleotide (NAD+)","Com_336_pos","Nicotinamide adenine dinucleotide (NAD+)","C21 H27 N7 O14 P2",663.10961,1.665,664.11697,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","Not available","(5'->5')-dinucleotides",137486378.6,64594850.92,57280118.77,65005269.09,182491916.4,171884876.5,26.918059339429,26.2503868100608,0.667672529368271,0.524951426388659,0.346540880615877,"stable",0.779030366840369
"DL-Lysine","Com_342_pos","DL-Lysine","C6 H14 N2 O2",146.10578,1.188,147.11305,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids",48601276.64,67575626.69,53889911.08,48728283.56,36988919.35,38048253.62,25.2867242621381,25.7426674652037,-0.455943203065655,0.213453435759536,0.242547878501569,"stable",1.27153137718003
"Creatinine","Com_393_pos","Creatinine","C4 H7 N3 O",113.05914,1.417,114.06642,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",221021813.4,193801167.7,184981518.9,201797390.7,177352340.5,164736468.9,27.428653379035,27.5708071477525,-0.142153768717495,0.00772893505485834,0.15207209868962,"stable",0.867987156199569
"N3,N4-Dimethyl-L-arginine","Com_494_pos","N3,N4-Dimethyl-L-arginine","C8 H18 N4 O2",202.14326,1.468,203.15054,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Arginine and derivatives",34643936.46,40012278.83,51485140.09,44913668.72,37109748.84,40621842.06,25.2805661545379,25.3058972504782,-0.0253310959402775,0.915404408701924,0.469972706268326,"stable",0.112788045374874
"Urocanic acid","Com_502_pos","Urocanic acid","C6 H6 N2 O2",138.04309,1.895,139.05037,"Full match","Full match","Full match","Organoheterocyclic compounds","Azoles","Imidazoles","Imidazolyl carboxylic acids and derivatives",98147065.7800001,186698322.1,99856096.3999999,87052750.5799999,81731177.13,38029875.05,25.946799862518,26.8659742320619,-0.919174369543878,0.135298055070416,0.215584561540271,"stable",1.12903170878327
"Pipecolic acid","Com_553_pos","Pipecolic acid","C6 H11 N O2",129.07923,1.189,147.11306,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids",48601276.64,67575626.69,53889911.08,48728283.56,36988919.35,38048253.62,25.2867242621381,25.7426674652037,-0.455943203065655,0.213453435759536,0.242547878501569,"stable",1.27153137718003
"Spermine","Com_555_pos","Spermine","C10 H26 N4",202.21608,1.186,203.22336,"Full match","Full match","Full match","Organic nitrogen compounds","Organonitrogen compounds","Amines","Dialkylamines",10240440.38,33491821.61,21554240.12,9905845.37599999,30204824,80076717.23,24.7810012703903,24.2155160996958,0.565485170694501,0.484465690192958,0.335893529301895,"stable",0.447700844946288
"1-Methylhistidine","Com_606_pos","1-Methylhistidine","C7 H11 N3 O2",169.08544,1.325,170.09269,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Histidine and derivatives",29758600.36,27200011.36,29311023.42,31206122.87,27475123.6,20725583.4,24.6372859335199,24.7762824206988,-0.138996487178943,0.523186844134727,0.346062648810246,"stable",0.597662457290565
"Υ-Glutamylcysteine","Com_939_pos","Υ-Glutamylcysteine","C8 H14 N2 O5 S",250.06264,2.003,251.06991,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-alpha amino acids",49333081.56,21684202.92,25541368.42,22878907.19,85304983.3399999,40312591.93,25.3527895682586,24.8441752114785,0.508614356780051,0.626625902534738,0.37771221097306,"stable",0.594839395373795
"Guanine","Com_977_pos","Guanine","C5 H5 N5 O",151.04965,1.686,152.05693,"Full match","Full match","Full match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Purines and purine derivatives",13482016.24,14656485.35,14921227.09,14668672.69,11747271.77,10902606.85,23.5567423980435,23.7734772098965,-0.216734811852952,0.338081481839855,0.290373287015603,"stable",1.02790609781829
"Thiamine","Com_1455_pos","Thiamine","C12 H16 N4 O S",264.10483,1.4,265.11211,"Full match","Full match","No results","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Thiamines",13672375.03,15527672.97,18001005.24,9085804.69499999,7985543.645,13254848.55,23.2347196369081,23.8982243269429,-0.663504690034785,0.0498657076829167,0.194730861247862,"down",1.32349593085615
"N6,N6,N6-Trimethyl-L-lysine","Com_1525_pos","N6,N6,N6-Trimethyl-L-lysine","C9 H20 N2 O2",188.15294,1.292,189.16022,"Full match","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","L-alpha-amino acids",12777545.58,12463673.29,13020946.3,13680022.57,14424208.54,11532320.42,23.6489118633944,23.6042214508362,0.0446904125582286,0.734176072170648,0.415597929455303,"stable",0.363212715886903
"DL-Dipalmitoylphosphatidylcholine","Com_1864_pos","DL-Dipalmitoylphosphatidylcholine","C40 H80 N O8 P",733.56401,11.003,734.56954,"Full match","Full match","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphatidylcholines",1241246.13,2911929.283,3424568.865,4348086.412,3351246.564,373305.7619,20.746071278929,21.141464206414,-0.395392927484991,0.813858414508677,0.440820340913638,"stable",0.265913293016576
"S-Adenosylmethionine","Com_2017_pos","S-Adenosylmethionine","C15 H22 N6 O5 S",398.13773,1.563,399.145,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","5'-deoxyribonucleosides","5'-deoxy-5'-thionucleosides","5'-deoxy-5'-thionucleosides",23637292.83,49497552.0700001,39405151.01,35035297.07,26309027.47,32924853.2,24.894678016384,25.0957654046348,-0.201087388250823,0.684786045463329,0.398789028924531,"stable",0.469123758894346
"1-Methyladenosine","Com_3061_pos","1-Methyladenosine","C11 H15 N5 O4",281.11273,1.986,282.12,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Purine nucleosides","Not available","Purine nucleosides",9376752.041,7474014.90900001,9290097.82999999,12015398.25,13164278.61,12957601.69,23.5986005470343,23.0471237403665,0.551476806667807,0.056697244070704,0.19839285113186,"stable",1.52522486156263
"Nicotinamide adenine dinucleotide phosphate (NADP+)","Com_3491_pos","Nicotinamide adenine dinucleotide phosphate (NADP+)","C21 H28 N7 O17 P3",743.07597,1.499,372.54536,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","Not available","(5'->5')-dinucleotides",632933.4705,544887.296699999,559992.248,551140.2025,553275.9218,542835.2874,19.0666181459537,19.1407799992908,-0.0741618533370669,0.375850700956916,0.304078311345365,"stable",0.799871727173805
"Sodium [dodecanoyl(methyl)amino]acetate","Com_3842_pos","Sodium [dodecanoyl(methyl)amino]acetate","C15 H29 N O3",271.21508,8.092,272.22238,"Full match","Full match","No results",NA,NA,NA,NA,1866545.59,5395104.223,1735665.608,4978282.158,1265764.773,1210254.118,20.9085576782701,21.3074054368944,-0.39884775862425,0.732080710366011,0.414903929642259,"stable",0.375821292925916
"Cysteinylglycine","Com_4492_pos","Cysteinylglycine","C5 H10 N2 O3 S",178.04202,2.423,179.04929,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",8302352.78200001,7537635.29700001,7485257.501,8026835.482,11224709.21,9761939.859,23.1917703551993,22.8887966280992,0.302973727100092,0.241927344795777,0.251803209857604,"stable",1.17969493865927
"Androstenedione","Com_4817_pos","Androstenedione","C19 H26 O2",286.19349,6.713,287.20075,"Full match","Full match","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives",8068110.01200001,7511443.48399999,7488734.24600001,8707097.38799999,5324067.308,6373241.606,22.6671512438565,22.8735828453982,-0.206431601541681,0.360713500792216,0.298781153869242,"stable",0.727614218379262
"2-Isopropylaniline","Com_7824_pos","2-Isopropylaniline","C9 H13 N",135.10508,5.058,136.11235,"Full match","Full match","No results",NA,NA,NA,NA,1197931.881,916163.218399999,972195.163300001,7537657.013,1053572.394,894625.3206,20.8744889344298,19.9627486638989,0.911740270530871,0.407196910041583,0.31430021438365,"stable",0.687840305380145
"L-Phenylalanine","Com_3_pos","L-Phenylalanine","C9 H11 N O2",165.07919,4.983,166.08646,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Phenylalanine and derivatives",9582908118.00002,10370352430,10106955980,11271115365,10643451043,11340568663,33.3673107091619,33.221397254194,0.145913454967918,0.127016109474608,0.214709471460897,"stable",1.41021205439611
"Creatine","Com_7_pos","Creatine","C4 H9 N3 O2",131.06968,1.436,132.07696,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",10919100063,7980119397,7291085882.99999,8417682190,6913118289,4495406825,32.5744232992431,33.0011282134731,-0.426704914230072,0.0974363542985812,0.210472426801013,"stable",0.915465014243928
"DL-Tryptophan","Com_15_pos","DL-Tryptophan","C11 H12 N2 O2",204.09018,5.263,205.09749,"Full match","Full match","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indolyl carboxylic acids and derivatives",2683072592,2849075632,2698955313,2867334099,2914670078,3082769163,31.4597760104747,31.3529465534179,0.106829457056783,0.147025286963732,0.21760382832466,"stable",1.29844496277593
"L-Tyrosine","Com_19_pos","L-Tyrosine","C9 H11 N O3",181.07421,2.663,182.08149,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Tyrosine and derivatives",4554161717.00001,4948305364,4854396603,5372884798.99999,5238798711.99999,5453962452.00001,32.3180987554338,32.1551568660433,0.162941889390467,0.0689770209510725,0.203362466761278,"stable",1.48243580646861
"L-Glutathione (reduced)","Com_27_pos","L-Glutathione (reduced)","C10 H17 N3 O6 S",307.08408,1.933,308.09136,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",2504137797,1642028486,1187943124,741723944.500001,3335678485,1908867706,30.6439033898057,30.6601058115915,-0.0162024217857386,0.986908241402744,0.488741213969646,"stable",0.0189596105516267
"5'-S-Methyl-5'-thioadenosine","Com_29_pos","5'-S-Methyl-5'-thioadenosine","C11 H15 N5 O3 S",297.09004,5.208,298.09731,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","5'-deoxyribonucleosides","5'-deoxy-5'-thionucleosides","5'-deoxy-5'-thionucleosides",1093508150,1045831831,1398155224,1279385530,1164083375,1288573524,30.2108262942577,30.1230659864202,0.0877603078375238,0.490606052307101,0.337422538964429,"stable",0.498597226575315
"Adenosine","Com_44_pos","Adenosine","C10 H13 N5 O4",267.09706,3.245,268.10433,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Purine nucleosides","Not available","Purine nucleosides",1458735230,1973706201,1767014122,1420918045,1305282174,1331735245,30.3321836415754,30.6796658105297,-0.347482168954297,0.168385338973677,0.223838144408533,"stable",1.31236543858809
"2-Hydroxycinnamic acid","Com_54_pos","2-Hydroxycinnamic acid","C9 H8 O3",164.04766,2.656,182.0815,"Full match","Full match","Full match","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Hydroxycinnamic acids",4554161717.00001,4948305364,4854396603,5372884798.99999,5238798711.99999,5453962452.00001,32.3180987554338,32.1551568660433,0.162941889390467,0.0689770209510725,0.203362466761278,"stable",1.48243580646861
"DL-Arginine","Com_58_pos","DL-Arginine","C6 H14 N4 O2",174.11212,1.319,175.1194,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Arginine and derivatives",414843597.6,495491973.8,497604880.3,413132697.5,332287317,362169151.5,28.453991473231,28.8009013737237,-0.346909900492701,0.184121801634374,0.231052827402544,"stable",1.33672419428953
"L-Pyroglutamic acid","Com_61_pos","L-Pyroglutamic acid","C5 H7 N O3",129.04287,1.351,130.05015,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",1137849019,872621011.800001,1037617544,935473874.599999,907872977.500001,711683262.400001,29.6552324693771,29.911689865703,-0.256457396325899,0.278461133385314,0.267385103905222,"stable",1.00213372016013
"Methionine","Com_70_pos","Methionine","C5 H11 N O2 S",149.05133,2.065,150.05861,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Methionine and derivatives",283013073.9,26546312.99,93153880.8599999,236133521.5,588229859,402303427.8,28.5101803956992,26.4038047205272,2.10637567517199,0.262951509025651,0.260929720951105,"stable",1.16515730083259
"Hypoxanthine","Com_84_pos","Hypoxanthine","C5 H4 N4 O",136.03879,2.044,137.04607,"Full match","Full match","Full match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Hypoxanthines",20109274.17,22296227.14,24681284.61,26901084.96,33411161.73,22121426.59,24.6913096420962,24.4095226976036,0.281786944492691,0.336863725119295,0.28990325104071,"stable",0.977481606041353
"cis-4-Hydroxy-D-proline","Com_87_pos","cis-4-Hydroxy-D-proline","C5 H9 N O3",131.05856,1.336,132.06582,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Proline and derivatives",49876822.11,39401252.53,46043941.98,38129869.5,33372164.82,26352129.31,24.9426588004511,25.4200374616547,-0.477378661203598,0.106151101919379,0.211946888250357,"stable",1.30486516089577
"Glycyl-L-leucine","Com_101_pos","Glycyl-L-leucine","C8 H16 N2 O3",188.11634,5.094,189.12362,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",137922243.8,164434413.7,202264887.7,110959261,10505844.14,97641087.6399999,25.5303762080141,27.3079625297177,-1.77758632170359,0.252151036754989,0.256220790867912,"stable",1.0289028071409
"Methionine sulfoxide","Com_150_pos","Methionine sulfoxide","C5 H11 N O3 S",165.04623,2.054,148.04292,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids",458866152.9,457503673.4,474910437.2,507730249,728203188.4,709891159.400001,29.2540917987307,28.7885954871093,0.46549631162134,0.102651536346956,0.211382442745055,"stable",1.33743711841518
"Adenine","Com_158_pos","Adenine","C5 H5 N5",135.05475,3.24,136.06203,"Full match","Full match","Full match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","6-aminopurines",477990514.9,601809453.8,547899981.399999,467104554.799999,416373851.600001,442156879.9,28.717485865829,29.0088251973781,-0.291339331549061,0.180565361021164,0.229493876139672,"stable",1.32767225955104
"S-Adenosylhomocysteine","Com_161_pos","S-Adenosylhomocysteine","C14 H20 N6 O5 S",384.12209,2.514,193.06837,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","5'-deoxyribonucleosides","5'-deoxy-5'-thionucleosides","5'-deoxy-5'-thionucleosides",417035692.4,168387842.6,254486181.1,269349053.6,381214458.9,296677368,28.2184163293686,27.9619401467966,0.256476182571916,0.672184715730001,0.394344452529778,"stable",0.496651214718012
"Panthenol","Com_197_pos","Panthenol","C9 H19 N O4",205.13172,5.089,206.13898,"Full match","Full match","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines",144135196.6,262420820.6,154185803.5,110761197,155890376.2,48126851.57,26.486390881855,27.4234163583815,-0.937025476526504,0.136236486146831,0.215677424308596,"stable",1.04522180823747
"L-Histidine","Com_244_pos","L-Histidine","C6 H9 N3 O2",155.06984,1.326,156.07711,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Histidine and derivatives",245003343.4,198357387.6,251826672.7,264816844.4,240377940.9,210380874.2,27.8231924106337,27.7798696470532,0.04332276358058,0.810460784342709,0.439789384734764,"stable",0.243578705675339
"Glycerophospho-N-palmitoyl ethanolamine","Com_263_pos","Glycerophospho-N-palmitoyl ethanolamine","C21 H44 N O7 P",453.28606,9.458,454.2933,"Full match","Full match","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","Glycero-3-phospho-N-acyl-ethanolamines",6255605.032,7751623.60700001,4241758.153,14378453.79,24803849.58,20251414.18,24.2043284121364,22.493005340372,1.71132307176444,0.030306176865199,0.177210193124478,"up",1.53280392796287
"N-Acetylornithine","Com_290_pos","N-Acetylornithine","C7 H14 N2 O3",174.10071,3.2,175.10798,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-alpha amino acids",74419092.31,88146733.7500001,99479616.5799999,55654072.45,27721324.37,45349278.0400001,25.2963510061998,26.3701569485375,-1.07380594233773,0.0973336567551453,0.210453610707343,"stable",1.41591740692737
"5-Hydroxyindole-3-acetic acid","Com_677_pos","5-Hydroxyindole-3-acetic acid","C10 H9 N O3",191.05855,4.839,209.09239,"Full match","Full match","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indole-3-acetic acid derivatives",30902409.43,33817183.71,27109364.2,31458270.4,35305227.34,31177899.88,24.9581116347446,24.8615857052643,0.096525929480336,0.213763055995356,0.242657642327573,"stable",0.667843500047492
"Thymine","Com_743_pos","Thymine","C5 H6 N2 O2",126.04309,4.883,127.05037,"Full match","Full match","Full match","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Hydroxypyrimidines",56195449.3700001,38208021.44,97982292.7400001,25712231.86,34831817.34,31203789.68,24.855023945836,25.8257799673437,-0.970756021507651,0.160907488967068,0.22051335435862,"stable",1.2555490189382
"Inosine-5'-monophosphate (IMP)","Com_942_pos","Inosine-5'-monophosphate (IMP)","C10 H13 N4 O8 P",348.04796,1.634,349.05531,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside monophosphates",17378858.19,26343486.77,27529734.87,32647615.44,52615831.57,28720177.69,25.1283430823233,24.4720867725077,0.656256309815568,0.159126573087498,0.220164425223426,"stable",1.1473864407881
"Argininosuccinic acid","Com_991_pos","Argininosuccinic acid","C10 H18 N4 O6",290.12292,1.348,291.13019,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Aspartic acid and derivatives",7579263.906,5129162.53599999,8482690.71700001,5134640.754,8114649.32999999,7522890.294,22.6955949507566,22.7200028999901,-0.0244079492334706,0.952242453970361,0.479810946509239,"stable",0.0670741713468161
"Pyridoxal 5'-phosphate","Com_1358_pos","Pyridoxal 5'-phosphate","C8 H10 N O6 P",247.02489,2.44,248.03217,"Full match","Full match","Full match","Organoheterocyclic compounds","Pyridines and derivatives","Pyridine carboxaldehydes","Pyridoxals and derivatives",29814394.28,31035695,25082142.11,43944457.4300001,32282749.2,33707371.69,25.113332929805,24.7656960125933,0.347636917211702,0.147001233606811,0.217598383102162,"stable",1.18721702370999
"α-Aspartylphenylalanine","Com_1596_pos","α-Aspartylphenylalanine","C13 H16 N2 O5",280.10637,5.357,281.11365,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",17791324.18,17217299.53,18564206.96,15273793.82,14884835.96,15161151.14,23.8485903553778,24.0893488167237,-0.240758461345891,0.0113392925863651,0.15207209868962,"stable",1.59130556694857
"L-Kynurenine","Com_1677_pos","L-Kynurenine","C10 H12 N2 O3",208.08507,4.839,209.09235,"Full match","Full match","Full match","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Alkyl-phenylketones",30902409.43,33817183.71,27109364.2,31458270.4,35305227.34,31177899.88,24.9581116347446,24.8615857052643,0.096525929480336,0.213763055995356,0.242657642327573,"stable",0.667843500047492
"Adenosine 3'5'-cyclic monophosphate","Com_2859_pos","Adenosine 3'5'-cyclic monophosphate","C10 H12 N5 O6 P",329.05283,3.735,330.06011,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Cyclic purine nucleotides","3',5'-cyclic purine nucleotides",5162173.69299999,4507271.357,4007949.013,6976831.749,13090412.38,2730967.279,22.5857094734599,22.1126009524937,0.473108520966225,0.515551159927387,0.343971141473016,"stable",0.553165306031046
"Riboflavin","Com_2948_pos","Riboflavin","C17 H20 N4 O6",376.139,5.398,377.14627,"Full match","Full match","Full match","Organoheterocyclic compounds","Pteridines and derivatives","Alloxazines and isoalloxazines","Flavins",3557734.846,4210292.562,3763132.447,5179192.731,3657294.096,4315864.381,22.0492863761942,21.8705064177516,0.178779958442668,0.493571448120709,0.338152202252696,"stable",0.799262235174856
"Cytidine","Com_3805_pos","Cytidine","C9 H13 N3 O5",243.08581,1.658,244.0931,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Not available","Pyrimidine nucleosides",1603770.502,1132881.793,2391622.127,1137211.861,1756639.021,915386.0341,20.2218255673441,20.6380534051698,-0.416227837825751,0.549961114272842,0.353198438326348,"stable",0.738137480473982
